age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
30,2.0,2.7,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,
40,3.3,4.7,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,
50,4.6,6.6,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,12.0
60,5.7,8.4,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,29.0
70,6.5,9.9,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,47.0
80,7.2,11.2,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,63.0
90,7.8,12.4,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,76.0
100,8.3,13.5,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,85.0
110,8.7,14.6,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,90.0
120,9.1,15.7,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,92.0
130,9.4,16.7,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,90.0
140,9.6,17.7,Pinus sylvestris,DE,moderate_thinning,6.0,forest_elements,fe_pine_wiedemann_moderate_1943_si6,85.0
