age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,15.9,10.5,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,102
25,18.6,13.1,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,146
30,20.8,15.5,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,186
35,22.8,17.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,225
40,24.6,20.2,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,258
45,26.2,22.5,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,289
50,27.5,24.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,316
55,28.7,27.1,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,342
60,29.8,29.3,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,366
65,30.9,31.5,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,387
70,31.8,33.5,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,406
75,32.5,35.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,423
80,33.4,37.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,439
85,34.1,39.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,455
90,34.8,41.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,468
95,35.4,43.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,480
100,36.0,46.0,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,492
105,36.5,48.0,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,504
110,37.1,49.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,514
115,37.5,51.9,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,524
120,38.0,53.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,532
125,38.4,55.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,541
130,38.8,57.8,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,548
135,39.2,59.6,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,556
140,39.6,61.6,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,562
145,39.9,63.4,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,569
150,40.1,65.4,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,576
155,40.6,67.2,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,581
160,40.9,69.1,Quercus robur,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_ei_bon-2,587
