age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,13.2,10.5,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,113
25,15.9,14.0,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,155
30,18.4,17.5,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,195
35,20.7,21.5,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,232
40,22.8,25.1,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,268
45,24.7,28.1,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,302
50,26.5,30.7,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,334
55,28.0,33.0,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,364
60,29.5,35.1,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,393
65,30.8,37.1,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,420
70,31.9,38.9,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,447
75,33.0,40.7,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,471
80,34.0,42.3,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,495
85,34.8,43.7,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,517
90,35.6,45.0,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,539
95,36.4,46.3,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,561
100,37.2,47.6,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,583
105,38.0,48.9,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,605
110,38.8,50.2,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,627
115,39.6,51.5,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,649
120,40.4,52.8,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,671
125,41.2,54.1,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,693
130,42.0,55.4,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,715
135,42.8,56.7,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,737
140,43.6,58.0,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,759
145,44.4,59.3,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,781
150,45.2,60.6,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,803
155,46.0,61.9,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,825
160,46.8,63.2,Pinus sylvestris,DE-NW,staggered_thinning,-1.0,et_nwfva,nwfva_ki_bon-1,847
