age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,12.9,12.1,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,98
25,17.0,17.2,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,178
30,20.7,22.3,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,259
35,23.9,26.8,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,337
40,26.8,30.3,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,410
45,29.3,33.2,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,478
50,31.5,35.5,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,540
55,33.5,37.7,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,599
60,35.3,39.9,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,653
65,36.9,42.1,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,703
70,38.4,44.4,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,750
75,39.7,46.8,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,793
80,41.0,49.2,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,834
85,42.1,51.5,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,873
90,43.1,53.9,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,909
95,44.1,56.5,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,943
100,45.0,59.5,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,975
105,45.8,62.8,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1006
110,46.6,66.4,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1035
115,47.4,70.3,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1062
120,48.2,74.2,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1089
125,49.0,78.1,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1116
130,49.8,82.0,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1143
135,50.6,85.9,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1170
140,51.4,89.8,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1197
145,52.2,93.7,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1224
150,53.0,97.6,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1251
155,53.8,101.5,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1278
160,54.6,105.4,Pseudotsuga menziesii,DE-NW,staggered_thinning,1.0,et_nwfva,nwfva_dgl_bon1,1305
