age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,3.8,,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,4.0
30,6.95,6.2,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,53.0
40,10.35,9.8,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,133.0
50,13.75,13.6,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,226.0
60,16.85,17.5,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,317.0
70,19.5,21.0,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,398.0
80,21.8,24.1,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,467.0
90,23.65,26.8,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,524.0
100,25.05,29.2,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,571.0
110,26.25,31.5,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,609.0
120,27.2,33.5,Picea abies,DE,heavy_thinning,3.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si3,641.0
