age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,16.5,18.5,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,203
25,20.8,25.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,284
30,24.8,30.8,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,361
35,28.2,32.6,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,439
40,31.1,35.1,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,515
45,33.8,38.8,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,585
50,36.0,42.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,655
55,38.0,45.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,720
60,39.5,47.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,784
65,41.1,49.3,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,845
70,42.2,50.9,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,901
75,43.3,52.2,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,959
80,44.4,53.8,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1018
85,45.7,55.6,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1081
90,47.1,57.5,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1145
95,48.6,59.3,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1212
100,50.1,61.1,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1279
105,51.6,62.9,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1346
110,53.1,64.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1413
115,54.6,66.5,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1480
120,56.1,68.3,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1547
125,57.6,70.1,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1614
130,59.1,71.9,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1681
135,60.6,73.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1748
140,62.1,75.5,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1815
145,63.6,77.3,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1882
150,65.1,79.1,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,1949
155,66.6,80.9,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,2016
160,68.1,82.7,Picea abies,DE-NW,staggered_thinning,-2.0,et_nwfva,nwfva_fi_bon-2,2083
