age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,7.1,3.9,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,44
25,8.3,5.3,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,61
30,9.5,6.7,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,78
35,10.7,8.1,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,95
40,11.9,9.5,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,112
45,13.1,10.9,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,129
50,14.2,12.4,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,145
55,15.1,13.8,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,161
60,16.1,15.2,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,175
65,16.9,16.5,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,189
70,17.7,17.8,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,202
75,18.4,18.9,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,214
80,19.0,20.2,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,226
85,19.6,21.4,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,237
90,20.1,22.5,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,248
95,20.6,23.6,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,258
100,21.0,24.5,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,268
105,21.4,25.4,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,277
110,21.7,26.2,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,287
115,22.1,27.0,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,295
120,22.4,27.8,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,304
125,22.7,28.6,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,313
130,23.0,29.4,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,322
135,23.3,30.2,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,331
140,23.6,31.0,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,340
145,23.9,31.8,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,349
150,24.2,32.6,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,358
155,24.5,33.4,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,367
160,24.8,34.2,Pinus sylvestris,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_ki_bon3,376
