age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,1.9,0.0,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,0
25,3.3,1.3,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,0
30,4.7,2.8,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,0
35,6.1,4.3,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,0
40,7.6,5.6,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,8
45,9.3,7.2,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,32
50,10.9,9.3,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,57
55,12.6,11.6,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,87
60,14.1,13.8,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,114
65,15.5,15.5,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,143
70,16.9,16.9,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,170
75,18.1,18.2,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,197
80,19.2,19.3,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,220
85,20.2,20.2,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,242
90,21.3,20.9,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,264
95,22.1,21.8,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,282
100,23.0,23.0,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,298
105,23.7,24.2,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,314
110,24.5,25.6,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,327
115,25.2,27.5,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,340
120,25.7,29.6,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,351
125,26.2,31.7,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,362
130,26.7,33.8,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,373
135,27.2,35.9,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,384
140,27.7,38.0,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,395
145,28.2,40.1,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,406
150,28.7,42.2,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,417
155,29.2,44.3,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,428
160,29.7,46.4,Picea abies,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_fi_bon4,439
