age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
10,2.42983871,,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,
20,6.55,6.7,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,43.0
30,11.2,11.1,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,163.0
40,16.15,15.8,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,299.0
50,20.4,20.7,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,430.0
60,24.35,25.5,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,548.0
70,27.4,30.1,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,651.0
80,30.05,34.1,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,738.0
90,31.9,37.6,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,808.0
100,33.55,40.9,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,864.0
110,34.85,43.9,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,912.0
120,36.0,46.7,Picea abies,DE,heavy_thinning,1.0,forest_elements,fe_spruce_gehrhardt_moderate_1921_si1,954.0
