age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,5.9,2.9,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,31
25,6.7,3.8,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,41
30,7.5,4.7,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,51
35,8.3,5.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,61
40,9.2,6.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,73
45,10.2,7.5,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,86
50,11.2,8.7,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,98
55,11.8,9.8,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,112
60,12.8,10.8,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,122
65,13.4,11.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,134
70,14.2,12.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,144
75,14.8,13.3,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,153
80,15.3,14.5,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,162
85,15.8,15.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,170
90,16.2,16.7,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,179
95,16.7,17.9,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,186
100,17.0,18.7,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,194
105,17.4,19.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,200
110,17.6,20.4,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,209
115,18.0,21.2,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,214
120,18.3,22.1,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,222
125,18.6,23.0,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,230
130,18.9,23.9,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,238
135,19.2,24.8,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,246
140,19.5,25.7,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,254
145,19.8,26.6,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,262
150,20.1,27.5,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,270
155,20.4,28.4,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,278
160,20.7,29.3,Pinus sylvestris,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ki_bon4,286
