age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,2.7,0.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,0
25,4.4,1.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,0
30,6.1,2.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,0
35,7.8,4.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,0
40,9.5,5.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,19
45,11.2,7.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,40
50,12.9,8.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,61
55,14.5,10.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,84
60,16.0,11.7,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,107
65,17.4,13.4,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,130
70,18.7,15.2,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,153
75,19.9,16.7,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,176
80,21.0,18.3,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,198
85,22.0,19.9,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,219
90,22.9,21.6,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,239
95,23.7,23.3,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,259
100,24.5,24.9,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,278
105,25.2,26.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,297
110,25.9,28.2,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,314
115,26.5,29.8,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,331
120,27.1,31.3,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,348
125,27.6,32.9,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,363
130,28.1,34.4,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,379
135,28.5,35.9,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,393
140,29.0,37.4,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,407
145,29.4,39.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,421
150,29.7,40.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,434
155,30.0,42.0,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,447
160,30.3,43.5,Fagus sylvatica,DE-NW,staggered_thinning,3.0,et_nwfva,nwfva_bu_bon3,460
