age,height,dbh,species_latin,region,management,site_index,source,table_id,volume
20,4.8,2.1,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,0
25,5.6,3.8,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,0
30,6.4,5.5,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,0
35,7.2,7.2,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,0
40,8.2,8.9,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,4
45,9.4,10.7,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,16
50,10.4,12.2,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,29
55,11.5,14.0,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,43
60,12.3,15.6,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,59
65,13.2,17.1,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,74
70,14.1,18.7,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,88
75,14.7,20.4,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,104
80,15.6,22.0,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,118
85,16.3,23.6,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,132
90,16.8,25.3,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,147
95,17.4,26.9,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,161
100,18.0,28.6,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,174
105,18.5,30.2,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,185
110,19.1,31.7,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,197
115,19.6,33.4,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,210
120,20.0,34.9,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,221
125,20.5,36.6,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,231
130,20.9,38.1,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,242
135,21.3,39.8,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,251
140,21.8,41.3,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,260
145,22.0,42.8,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,268
150,22.5,44.5,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,276
155,22.7,46.0,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,285
160,23.0,47.6,Quercus robur,DE-NW,staggered_thinning,4.0,et_nwfva,nwfva_ei_bon4,292
