# Root UV coordinates (u, v)
3450: (0.33333333333333326, 1.8144693082503331)
3451: (0.33333333333333326, 3.4060187391692898)
3452: (-1.1102230246251565e-16, 3.4060187391692898)
3453: (0.3333333333333333, 3.4060187391692898)
3454: (0.6666666666666666, 3.4060187391692898)
3455: (0.6666666666666666, 4.997568170088246)
3456: (0.3333333333333333, 4.997568170088246)
3457: (0.6666666666666666, 3.4060187391692898)
3458: (1.0, 3.4060187391692898)
3459: (1.0, 4.997568170088246)
3460: (0.6666666666666666, 4.997568170088246)
3461: (-1.1102230246251565e-16, 3.4060187391692898)
3462: (0.33333333333333326, 3.4060187391692898)
3463: (0.33333333333333326, 4.997568170088246)
3464: (-1.1102230246251565e-16, 4.997568170088246)
3465: (0.2500000000000001, 0.9330127018922194)
3466: (1.0, 0.5)
3467: (0.5, 0.5)
3468: (0.24999999999999978, 0.06698729810778076)
3469: (0.2500000000000001, 0.9330127018922194)
3470: (0.5, 0.5)
3471: (1.0, 0.5)
3472: (0.24999999999999978, 0.06698729810778076)
3473: (0.5, 0.5)
3474: (0.5, 0.5)
3475: (0.5, 0.5)
3476: (0.5, 0.5)
3477: (0.5, 0.5)
3478: (0.5, 0.5)
3479: (0.5, 0.5)
3480: (0.5, 0.5)
3481: (0.5, 0.5)
3482: (0.5, 0.5)
3483: (0.3333333333333333, 0.0)
3484: (0.6666666666666666, 0.0)
3485: (0.6666666666666666, 0.7269876714912067)
3486: (0.3333333333333333, 0.7269876714912067)
3487: (0.6666666666666666, 0.0)
3488: (1.0, 0.0)
3489: (1.0, 0.7269876714912067)
3490: (0.6666666666666666, 0.7269876714912067)
3491: (-1.1102230246251565e-16, 0.0)
3492: (0.33333333333333326, 0.0)
3493: (0.33333333333333326, 0.7269876714912067)
3494: (-1.1102230246251565e-16, 0.7269876714912067)
3495: (0.3333333333333333, 0.7269876714912067)
3496: (0.6666666666666666, 0.7269876714912067)
3497: (0.6666666666666666, 1.5268422615396375)
3498: (0.3333333333333333, 1.5268422615396375)
3499: (0.6666666666666666, 0.7269876714912067)
3500: (1.0, 0.7269876714912067)
3501: (1.0, 1.5268422615396375)
3502: (0.6666666666666666, 1.5268422615396375)
3503: (-1.1102230246251565e-16, 0.7269876714912067)
3504: (0.33333333333333326, 0.7269876714912067)
3505: (0.33333333333333326, 1.5268422615396375)
3506: (-1.1102230246251565e-16, 1.5268422615396375)
3507: (0.3333333333333333, 1.5268422615396375)
3508: (0.6666666666666666, 1.5268422615396375)
3509: (0.6666666666666666, 2.131094985411079)
3510: (0.3333333333333333, 2.131094985411079)
3511: (0.6666666666666666, 1.5268422615396375)
3512: (1.0, 1.5268422615396375)
3513: (1.0, 2.131094985411079)
3514: (0.6666666666666666, 2.131094985411079)
3515: (-1.1102230246251565e-16, 1.5268422615396375)
3516: (0.33333333333333326, 1.5268422615396375)
3517: (0.33333333333333326, 2.131094985411079)
3518: (-1.1102230246251565e-16, 2.131094985411079)
3519: (0.3333333333333333, 2.131094985411079)
3520: (0.6666666666666666, 2.131094985411079)
3521: (0.6666666666666666, 3.7226444163300347)
3522: (0.3333333333333333, 3.7226444163300347)
3523: (0.6666666666666666, 2.131094985411079)
3524: (1.0, 2.131094985411079)
3525: (1.0, 3.7226444163300347)
3526: (0.6666666666666666, 3.7226444163300347)
3527: (-1.1102230246251565e-16, 2.131094985411079)
3528: (0.33333333333333326, 2.131094985411079)
3529: (0.33333333333333326, 3.7226444163300347)
3530: (-1.1102230246251565e-16, 3.7226444163300347)
3531: (0.3333333333333333, 3.7226444163300347)
3532: (0.6666666666666666, 3.7226444163300347)
3533: (0.6666666666666666, 5.314193847248992)
3534: (0.3333333333333333, 5.314193847248992)
3535: (0.6666666666666666, 3.7226444163300347)
3536: (1.0, 3.7226444163300347)
3537: (1.0, 5.314193847248992)
3538: (0.6666666666666666, 5.314193847248992)
3539: (-1.1102230246251565e-16, 3.7226444163300347)
3540: (0.33333333333333326, 3.7226444163300347)
3541: (0.33333333333333326, 5.314193847248992)
3542: (-1.1102230246251565e-16, 5.314193847248992)
3543: (0.2500000000000001, 0.9330127018922194)
3544: (1.0, 0.5)
3545: (0.5, 0.5)
3546: (0.24999999999999978, 0.06698729810778076)
3547: (0.2500000000000001, 0.9330127018922194)
3548: (0.5, 0.5)
3549: (1.0, 0.5)
3550: (0.24999999999999978, 0.06698729810778076)
3551: (0.5, 0.5)
3552: (0.5, 0.5)
3553: (0.5, 0.5)
3554: (0.5, 0.5)
3555: (0.5, 0.5)
3556: (0.5, 0.5)
3557: (0.5, 0.5)
3558: (0.5, 0.5)
3559: (0.5, 0.5)
3560: (0.5, 0.5)
3561: (0.3333333333333333, 0.0)
3562: (0.6666666666666666, 0.0)
3563: (0.6666666666666666, 0.6688391505601243)
3564: (0.3333333333333333, 0.6688391505601243)
3565: (0.6666666666666666, 0.0)
3566: (1.0, 0.0)
3567: (1.0, 0.6688391505601243)
3568: (0.6666666666666666, 0.6688391505601243)
3569: (-1.1102230246251565e-16, 0.0)
3570: (0.33333333333333326, 0.0)
3571: (0.33333333333333326, 0.6688391505601243)
3572: (-1.1102230246251565e-16, 0.6688391505601243)
3573: (0.3333333333333333, 0.6688391505601243)
3574: (0.6666666666666666, 0.6688391505601243)
3575: (0.6666666666666666, 1.168377532709628)
3576: (0.3333333333333333, 1.168377532709628)
3577: (0.6666666666666666, 0.6688391505601243)
3578: (1.0, 0.6688391505601243)
3579: (1.0, 1.168377532709628)
3580: (0.6666666666666666, 1.168377532709628)
3581: (-1.1102230246251565e-16, 0.6688391505601243)
3582: (0.33333333333333326, 0.6688391505601243)
3583: (0.33333333333333326, 1.168377532709628)
3584: (-1.1102230246251565e-16, 1.168377532709628)
3585: (0.3333333333333333, 1.168377532709628)
3586: (0.6666666666666666, 1.168377532709628)
3587: (0.6666666666666666, 1.945692361897379)
3588: (0.3333333333333333, 1.945692361897379)
3589: (0.6666666666666666, 1.168377532709628)
3590: (1.0, 1.168377532709628)
3591: (1.0, 1.945692361897379)
3592: (0.6666666666666666, 1.945692361897379)
3593: (-1.1102230246251565e-16, 1.168377532709628)
3594: (0.33333333333333326, 1.168377532709628)
3595: (0.33333333333333326, 1.945692361897379)
3596: (-1.1102230246251565e-16, 1.945692361897379)
3597: (0.3333333333333333, 1.945692361897379)
3598: (0.6666666666666666, 1.945692361897379)
3599: (0.6666666666666666, 3.5372417928163307)
3600: (0.3333333333333333, 3.5372417928163307)
3601: (0.6666666666666666, 1.945692361897379)
3602: (1.0, 1.945692361897379)
3603: (1.0, 3.5372417928163307)
3604: (0.6666666666666666, 3.5372417928163307)
3605: (-1.1102230246251565e-16, 1.945692361897379)
3606: (0.33333333333333326, 1.945692361897379)
3607: (0.33333333333333326, 3.5372417928163307)
3608: (-1.1102230246251565e-16, 3.5372417928163307)
3609: (0.3333333333333333, 3.5372417928163307)
3610: (0.6666666666666666, 3.5372417928163307)
3611: (0.6666666666666666, 5.128791223735279)
3612: (0.3333333333333333, 5.128791223735279)
3613: (0.6666666666666666, 3.5372417928163307)
3614: (1.0, 3.5372417928163307)
3615: (1.0, 5.128791223735279)
3616: (0.6666666666666666, 5.128791223735279)
3617: (-1.1102230246251565e-16, 3.5372417928163307)
3618: (0.33333333333333326, 3.5372417928163307)
3619: (0.33333333333333326, 5.128791223735279)
3620: (-1.1102230246251565e-16, 5.128791223735279)
3621: (0.2500000000000001, 0.9330127018922194)
3622: (1.0, 0.5)
3623: (0.5, 0.5)
3624: (0.24999999999999978, 0.06698729810778076)
3625: (0.2500000000000001, 0.9330127018922194)
3626: (0.5, 0.5)
3627: (1.0, 0.5)
3628: (0.24999999999999978, 0.06698729810778076)
3629: (0.5, 0.5)
3630: (0.5, 0.5)
3631: (0.5, 0.5)
3632: (0.5, 0.5)
3633: (0.5, 0.5)
3634: (0.5, 0.5)
3635: (0.5, 0.5)
3636: (0.5, 0.5)
3637: (0.5, 0.5)
3638: (0.5, 0.5)
3639: (0.5, 0.0)
3640: (0.75, 0.0)
3641: (0.5454545454545454, 25.50358660032626)
3642: (0.2727272727272727, 25.50358660032626)
3643: (0.75, 0.0)
3644: (1.0, 0.0)
3645: (0.8181818181818181, 25.50358660032626)
3646: (0.5454545454545454, 25.50358660032626)
3647: (1.0, 0.0)
3648: (1.25, 0.0)
3649: (1.0909090909090908, 25.50358660032626)
3650: (0.8181818181818181, 25.50358660032626)
3651: (1.25, 0.0)
3652: (1.5, 0.0)
3653: (1.3636363636363638, 25.50358660032626)
3654: (1.0909090909090908, 25.50358660032626)
3655: (1.5, 0.0)
3656: (1.7499999999999998, 0.0)
3657: (1.6363636363636362, 25.50358660032626)
3658: (1.3636363636363638, 25.50358660032626)
3659: (1.7499999999999998, 0.0)
3660: (2.0, 0.0)
3661: (1.9090909090909092, 25.50358660032626)
3662: (1.6363636363636362, 25.50358660032626)
3663: (2.0, 0.0)
3664: (2.25, 0.0)
3665: (2.1818181818181817, 25.50358660032626)
3666: (1.9090909090909092, 25.50358660032626)
3667: (2.25, 0.0)
3668: (2.5, 0.0)
3669: (2.4545454545454546, 25.50358660032626)
3670: (2.1818181818181817, 25.50358660032626)
3671: (2.5, 0.0)
3672: (2.75, 0.0)
3673: (2.7272727272727275, 25.50358660032626)
3674: (2.4545454545454546, 25.50358660032626)
3675: (2.75, 0.0)
3676: (3.0, 0.0)
3677: (3.0, 25.50358660032626)
3678: (2.7272727272727275, 25.50358660032626)
3679: (0.25, 0.0)
3680: (0.5, 0.0)
3681: (0.2727272727272725, 25.50358660032626)
3682: (0.0, 25.50358660032626)
3683: (0.0, 0.0)
3684: (0.25, 0.0)
3685: (0.0, 25.50358660032626)
3686: (0.5454545454545454, 25.50358660032626)
3687: (0.8181818181818181, 25.50358660032626)
3688: (0.6000000000000001, 30.511743431906204)
3689: (0.30000000000000004, 30.511743431906204)
3690: (0.8181818181818181, 25.50358660032626)
3691: (1.0909090909090908, 25.50358660032626)
3692: (0.9000000000000001, 30.511743431906204)
3693: (0.6000000000000001, 30.511743431906204)
3694: (1.0909090909090908, 25.50358660032626)
3695: (1.3636363636363638, 25.50358660032626)
3696: (1.2000000000000002, 30.511743431906204)
3697: (0.9000000000000001, 30.511743431906204)
3698: (1.3636363636363638, 25.50358660032626)
3699: (1.6363636363636362, 25.50358660032626)
3700: (1.5, 30.511743431906204)
3701: (1.2000000000000002, 30.511743431906204)
3702: (1.6363636363636362, 25.50358660032626)
3703: (1.9090909090909092, 25.50358660032626)
3704: (1.8000000000000003, 30.511743431906204)
3705: (1.5, 30.511743431906204)
3706: (1.9090909090909092, 25.50358660032626)
3707: (2.1818181818181817, 25.50358660032626)
3708: (2.1, 30.511743431906204)
3709: (1.8000000000000003, 30.511743431906204)
3710: (2.1818181818181817, 25.50358660032626)
3711: (2.4545454545454546, 25.50358660032626)
3712: (2.4000000000000004, 30.511743431906204)
3713: (2.1, 30.511743431906204)
3714: (2.4545454545454546, 25.50358660032626)
3715: (2.7272727272727275, 25.50358660032626)
3716: (2.7, 30.511743431906204)
3717: (2.4000000000000004, 30.511743431906204)
3718: (2.7272727272727275, 25.50358660032626)
3719: (3.0, 25.50358660032626)
3720: (3.0, 30.511743431906204)
3721: (2.7, 30.511743431906204)
3722: (0.2727272727272725, 25.50358660032626)
3723: (0.545454545454545, 25.50358660032626)
3724: (0.2999999999999998, 30.511743431906204)
3725: (0.0, 30.511743431906204)
3726: (-4.440892098500626e-16, 25.50358660032626)
3727: (0.2727272727272725, 25.50358660032626)
3728: (0.0, 30.511743431906204)
3729: (0.6000000000000001, 30.511743431906204)
3730: (0.9000000000000001, 30.511743431906204)
3731: (0.6666666666666666, 31.450852545990013)
3732: (0.3333333333333333, 31.450852545990013)
3733: (0.9000000000000001, 30.511743431906204)
3734: (1.2000000000000002, 30.511743431906204)
3735: (1.0, 31.450852545990013)
3736: (0.6666666666666666, 31.450852545990013)
3737: (1.2000000000000002, 30.511743431906204)
3738: (1.5, 30.511743431906204)
3739: (1.3333333333333333, 31.450852545990013)
3740: (1.0, 31.450852545990013)
3741: (1.5, 30.511743431906204)
3742: (1.8000000000000003, 30.511743431906204)
3743: (1.6666666666666667, 31.450852545990013)
3744: (1.3333333333333333, 31.450852545990013)
3745: (1.8000000000000003, 30.511743431906204)
3746: (2.1, 30.511743431906204)
3747: (2.0, 31.450852545990013)
3748: (1.6666666666666667, 31.450852545990013)
3749: (2.1, 30.511743431906204)
3750: (2.4000000000000004, 30.511743431906204)
3751: (2.333333333333333, 31.450852545990013)
3752: (2.0, 31.450852545990013)
3753: (2.4000000000000004, 30.511743431906204)
3754: (2.7, 30.511743431906204)
3755: (2.6666666666666665, 31.450852545990013)
3756: (2.333333333333333, 31.450852545990013)
3757: (2.7, 30.511743431906204)
3758: (3.0, 30.511743431906204)
3759: (3.0, 31.450852545990013)
3760: (2.6666666666666665, 31.450852545990013)
3761: (0.2999999999999998, 30.511743431906204)
3762: (0.5999999999999996, 30.511743431906204)
3763: (0.3333333333333335, 31.450852545990013)
3764: (0.0, 31.450852545990013)
3765: (0.0, 30.511743431906204)
3766: (0.2999999999999998, 30.511743431906204)
3767: (0.0, 31.450852545990013)
3768: (0.6666666666666666, 31.450852545990013)
3769: (1.0, 31.450852545990013)
3770: (0.75, 36.22550083874688)
3771: (0.375, 36.22550083874688)
3772: (1.0, 31.450852545990013)
3773: (1.3333333333333333, 31.450852545990013)
3774: (1.125, 36.22550083874688)
3775: (0.75, 36.22550083874688)
3776: (1.3333333333333333, 31.450852545990013)
3777: (1.6666666666666667, 31.450852545990013)
3778: (1.5, 36.22550083874688)
3779: (1.125, 36.22550083874688)
3780: (1.6666666666666667, 31.450852545990013)
3781: (2.0, 31.450852545990013)
3782: (1.875, 36.22550083874688)
3783: (1.5, 36.22550083874688)
3784: (2.0, 31.450852545990013)
3785: (2.333333333333333, 31.450852545990013)
3786: (2.25, 36.22550083874688)
3787: (1.875, 36.22550083874688)
3788: (2.333333333333333, 31.450852545990013)
3789: (2.6666666666666665, 31.450852545990013)
3790: (2.625, 36.22550083874688)
3791: (2.25, 36.22550083874688)
3792: (2.6666666666666665, 31.450852545990013)
3793: (3.0, 31.450852545990013)
3794: (3.0, 36.22550083874688)
3795: (2.625, 36.22550083874688)
3796: (0.3333333333333335, 31.450852545990013)
3797: (0.666666666666667, 31.450852545990013)
3798: (0.375, 36.22550083874688)
3799: (0.0, 36.22550083874688)
3800: (0.0, 31.450852545990013)
3801: (0.3333333333333335, 31.450852545990013)
3802: (0.0, 36.22550083874688)
3803: (0.75, 36.22550083874688)
3804: (1.125, 36.22550083874688)
3805: (0.8571428571428571, 41.00014913150375)
3806: (0.42857142857142855, 41.00014913150375)
3807: (1.125, 36.22550083874688)
3808: (1.5, 36.22550083874688)
3809: (1.2857142857142856, 41.00014913150375)
3810: (0.8571428571428571, 41.00014913150375)
3811: (1.5, 36.22550083874688)
3812: (1.875, 36.22550083874688)
3813: (1.7142857142857142, 41.00014913150375)
3814: (1.2857142857142856, 41.00014913150375)
3815: (1.875, 36.22550083874688)
3816: (2.25, 36.22550083874688)
3817: (2.1428571428571423, 41.00014913150375)
3818: (1.7142857142857142, 41.00014913150375)
3819: (2.25, 36.22550083874688)
3820: (2.625, 36.22550083874688)
3821: (2.571428571428571, 41.00014913150375)
3822: (2.1428571428571423, 41.00014913150375)
3823: (2.625, 36.22550083874688)
3824: (3.0, 36.22550083874688)
3825: (3.0, 41.00014913150375)
3826: (2.571428571428571, 41.00014913150375)
3827: (0.375, 36.22550083874688)
3828: (0.75, 36.22550083874688)
3829: (0.4285714285714284, 41.00014913150375)
3830: (-4.440892098500626e-16, 41.00014913150375)
3831: (0.0, 36.22550083874688)
3832: (0.375, 36.22550083874688)
3833: (-4.440892098500626e-16, 41.00014913150375)
3834: (0.8571428571428571, 41.00014913150375)
3835: (1.2857142857142856, 41.00014913150375)
3836: (1.0, 45.77479742426062)
3837: (0.5, 45.77479742426062)
3838: (1.2857142857142856, 41.00014913150375)
3839: (1.7142857142857142, 41.00014913150375)
3840: (1.5, 45.77479742426062)
3841: (1.0, 45.77479742426062)
3842: (1.7142857142857142, 41.00014913150375)
3843: (2.1428571428571423, 41.00014913150375)
3844: (2.0, 45.77479742426062)
3845: (1.5, 45.77479742426062)
3846: (2.1428571428571423, 41.00014913150375)
3847: (2.571428571428571, 41.00014913150375)
3848: (2.5, 45.77479742426062)
3849: (2.0, 45.77479742426062)
3850: (2.571428571428571, 41.00014913150375)
3851: (3.0, 41.00014913150375)
3852: (3.0, 45.77479742426062)
3853: (2.5, 45.77479742426062)
3854: (0.42857142857142794, 41.00014913150375)
3855: (0.8571428571428568, 41.00014913150375)
3856: (0.5, 45.77479742426062)
3857: (0.0, 45.77479742426062)
3858: (-4.440892098500626e-16, 41.00014913150375)
3859: (0.4285714285714284, 41.00014913150375)
3860: (0.0, 45.77479742426062)
3861: (1.0, 45.77479742426062)
3862: (1.5, 45.77479742426062)
3863: (1.2000000000000002, 50.54944571701746)
3864: (0.6000000000000001, 50.54944571701746)
3865: (1.5, 45.77479742426062)
3866: (2.0, 45.77479742426062)
3867: (1.8000000000000003, 50.54944571701746)
3868: (1.2000000000000002, 50.54944571701746)
3869: (2.0, 45.77479742426062)
3870: (2.5, 45.77479742426062)
3871: (2.4000000000000004, 50.54944571701746)
3872: (1.8000000000000003, 50.54944571701746)
3873: (2.5, 45.77479742426062)
3874: (3.0, 45.77479742426062)
3875: (3.0, 50.54944571701746)
3876: (2.4000000000000004, 50.54944571701746)
3877: (0.5, 45.77479742426062)
3878: (1.0, 45.77479742426062)
3879: (0.6000000000000001, 50.54944571701746)
3880: (4.440892098500626e-16, 50.54944571701746)
3881: (0.0, 45.77479742426062)
3882: (0.5, 45.77479742426062)
3883: (4.440892098500626e-16, 50.54944571701746)
3884: (1.2000000000000002, 50.54944571701746)
3885: (1.8000000000000003, 50.54944571701746)
3886: (1.5, 55.324094009774335)
3887: (0.75, 55.324094009774335)
3888: (1.8000000000000003, 50.54944571701746)
3889: (2.4000000000000004, 50.54944571701746)
3890: (2.25, 55.324094009774335)
3891: (1.5, 55.324094009774335)
3892: (2.4000000000000004, 50.54944571701746)
3893: (3.0, 50.54944571701746)
3894: (3.0, 55.324094009774335)
3895: (2.25, 55.324094009774335)
3896: (0.6000000000000005, 50.54944571701746)
3897: (1.2000000000000002, 50.54944571701746)
3898: (0.75, 55.324094009774335)
3899: (0.0, 55.324094009774335)
3900: (4.440892098500626e-16, 50.54944571701746)
3901: (0.6000000000000001, 50.54944571701746)
3902: (0.0, 55.324094009774335)
3903: (1.5, 55.324094009774335)
3904: (2.25, 55.324094009774335)
3905: (2.0, 60.09874230253121)
3906: (1.0, 60.09874230253121)
3907: (2.25, 55.324094009774335)
3908: (3.0, 55.324094009774335)
3909: (3.0, 60.09874230253121)
3910: (2.0, 60.09874230253121)
3911: (0.75, 55.324094009774335)
3912: (1.5, 55.324094009774335)
3913: (1.0, 60.09874230253121)
3914: (0.0, 60.09874230253121)
3915: (0.0, 55.324094009774335)
3916: (0.75, 55.324094009774335)
3917: (0.0, 60.09874230253121)
3918: (1.0, 60.09874230253121)
3919: (2.0, 60.09874230253121)
3920: (2.0, 64.87339059528807)
3921: (1.0, 64.87339059528807)
3922: (2.0, 60.09874230253121)
3923: (3.0, 60.09874230253121)
3924: (3.0, 64.87339059528807)
3925: (2.0, 64.87339059528807)
3926: (0.0, 60.09874230253121)
3927: (1.0, 60.09874230253121)
3928: (1.0, 64.87339059528807)
3929: (0.0, 64.87339059528807)
3930: (1.0, 64.87339059528807)
3931: (2.0, 64.87339059528807)
3932: (2.0, 69.64803888804492)
3933: (1.0, 69.64803888804492)
3934: (2.0, 64.87339059528807)
3935: (3.0, 64.87339059528807)
3936: (3.0, 69.64803888804492)
3937: (2.0, 69.64803888804492)
3938: (0.0, 64.87339059528807)
3939: (1.0, 64.87339059528807)
3940: (1.0, 69.64803888804492)
3941: (0.0, 69.64803888804492)
3942: (0.2500000000000001, 0.9330127018922194)
3943: (1.0, 0.5)
3944: (0.5, 0.5)
3945: (0.24999999999999978, 0.06698729810778076)
3946: (0.2500000000000001, 0.9330127018922194)
3947: (0.5, 0.5)
3948: (1.0, 0.5)
3949: (0.24999999999999978, 0.06698729810778076)
3950: (0.5, 0.5)
3951: (0.5, 0.5)
3952: (0.5, 0.5)
3953: (0.5, 0.5)
3954: (0.5, 0.5)
3955: (0.5, 0.5)
3956: (0.5, 0.5)
3957: (0.5, 0.5)
3958: (0.5, 0.5)
3959: (0.5, 0.5)
3960: (0.5, 0.5)
3961: (0.5, 0.5)
3962: (0.5, 0.5)
3963: (0.5, 0.5)
3964: (0.5, 0.5)
3965: (0.5, 0.5)
3966: (0.5, 0.5)
3967: (0.5, 0.5)
3968: (0.5, 0.5)
3969: (0.3333333333333333, 0.0)
3970: (0.6666666666666666, 0.0)
3971: (0.6666666666666666, 0.6537297496918191)
3972: (0.3333333333333333, 0.6537297496918191)
3973: (0.6666666666666666, 0.0)
3974: (1.0, 0.0)
3975: (1.0, 0.6537297496918191)
3976: (0.6666666666666666, 0.6537297496918191)
3977: (-1.1102230246251565e-16, 0.0)
3978: (0.33333333333333326, 0.0)
3979: (0.33333333333333326, 0.6537297496918191)
3980: (-1.1102230246251565e-16, 0.6537297496918191)
3981: (0.3333333333333333, 0.6537297496918191)
3982: (0.6666666666666666, 0.6537297496918191)
3983: (0.6666666666666666, 1.3873482559593522)
3984: (0.3333333333333333, 1.3873482559593522)
3985: (0.6666666666666666, 0.6537297496918191)
3986: (1.0, 0.6537297496918191)
3987: (1.0, 1.3873482559593522)
3988: (0.6666666666666666, 1.3873482559593522)
3989: (-1.1102230246251565e-16, 0.6537297496918191)
3990: (0.33333333333333326, 0.6537297496918191)
3991: (0.33333333333333326, 1.3873482559593522)
3992: (-1.1102230246251565e-16, 1.3873482559593522)
3993: (0.3333333333333333, 1.3873482559593522)
3994: (0.6666666666666666, 1.3873482559593522)
3995: (0.6666666666666666, 2.0071998865823852)
3996: (0.3333333333333333, 2.0071998865823852)
3997: (0.6666666666666666, 1.3873482559593522)
3998: (1.0, 1.3873482559593522)
3999: (1.0, 2.0071998865823852)
4000: (0.6666666666666666, 2.0071998865823852)
4001: (-1.1102230246251565e-16, 1.3873482559593522)
4002: (0.33333333333333326, 1.3873482559593522)
4003: (0.33333333333333326, 2.0071998865823852)
4004: (-1.1102230246251565e-16, 2.0071998865823852)
4005: (0.3333333333333333, 2.0071998865823852)
4006: (0.6666666666666666, 2.0071998865823852)
4007: (0.6666666666666666, 3.5987493175013405)
4008: (0.3333333333333333, 3.5987493175013405)
4009: (0.6666666666666666, 2.0071998865823852)
4010: (1.0, 2.0071998865823852)
4011: (1.0, 3.5987493175013405)
4012: (0.6666666666666666, 3.5987493175013405)
4013: (-1.1102230246251565e-16, 2.0071998865823852)
4014: (0.33333333333333326, 2.0071998865823852)
4015: (0.33333333333333326, 3.5987493175013405)
4016: (-1.1102230246251565e-16, 3.5987493175013405)
4017: (0.3333333333333333, 3.5987493175013405)
4018: (0.6666666666666666, 3.5987493175013405)
4019: (0.6666666666666666, 5.190298748420292)
4020: (0.3333333333333333, 5.190298748420292)
4021: (0.6666666666666666, 3.5987493175013405)
4022: (1.0, 3.5987493175013405)
4023: (1.0, 5.190298748420292)
4024: (0.6666666666666666, 5.190298748420292)
4025: (-1.1102230246251565e-16, 3.5987493175013405)
4026: (0.33333333333333326, 3.5987493175013405)
4027: (0.33333333333333326, 5.190298748420292)
4028: (-1.1102230246251565e-16, 5.190298748420292)
4029: (0.3333333333333333, 5.190298748420292)
4030: (0.6666666666666666, 5.190298748420292)
4031: (0.6666666666666666, 6.781848179339247)
4032: (0.3333333333333333, 6.781848179339247)
4033: (0.6666666666666666, 5.190298748420292)
4034: (1.0, 5.190298748420292)
4035: (1.0, 6.781848179339247)
4036: (0.6666666666666666, 6.781848179339247)
4037: (-1.1102230246251565e-16, 5.190298748420292)
4038: (0.33333333333333326, 5.190298748420292)
4039: (0.33333333333333326, 6.781848179339247)
4040: (-1.1102230246251565e-16, 6.781848179339247)
4041: (0.2500000000000001, 0.9330127018922194)
4042: (1.0, 0.5)
4043: (0.5, 0.5)
4044: (0.24999999999999978, 0.06698729810778076)
4045: (0.2500000000000001, 0.9330127018922194)
4046: (0.5, 0.5)
4047: (1.0, 0.5)
4048: (0.24999999999999978, 0.06698729810778076)
4049: (0.5, 0.5)
4050: (0.5, 0.5)
4051: (0.5, 0.5)
4052: (0.5, 0.5)
4053: (0.5, 0.5)
4054: (0.5, 0.5)
4055: (0.5, 0.5)
4056: (0.5, 0.5)
4057: (0.5, 0.5)
4058: (0.5, 0.5)
4059: (0.3333333333333333, 0.0)
4060: (0.6666666666666666, 0.0)
4061: (0.6666666666666666, 0.7635634875298851)
4062: (0.3333333333333333, 0.7635634875298851)
4063: (0.6666666666666666, 0.0)
4064: (1.0, 0.0)
4065: (1.0, 0.7635634875298851)
4066: (0.6666666666666666, 0.7635634875298851)
4067: (-1.1102230246251565e-16, 0.0)
4068: (0.33333333333333326, 0.0)
4069: (0.33333333333333326, 0.7635634875298851)
4070: (-1.1102230246251565e-16, 0.7635634875298851)
4071: (0.3333333333333333, 0.7635634875298851)
4072: (0.6666666666666666, 0.7635634875298851)
4073: (0.6666666666666666, 1.2814643143260298)
4074: (0.3333333333333333, 1.2814643143260298)
4075: (0.6666666666666666, 0.7635634875298851)
4076: (1.0, 0.7635634875298851)
4077: (1.0, 1.2814643143260298)
4078: (0.6666666666666666, 1.2814643143260298)
4079: (-1.1102230246251565e-16, 0.7635634875298851)
4080: (0.33333333333333326, 0.7635634875298851)
4081: (0.33333333333333326, 1.2814643143260298)
4082: (-1.1102230246251565e-16, 1.2814643143260298)
4083: (0.3333333333333333, 1.2814643143260298)
4084: (0.6666666666666666, 1.2814643143260298)
4085: (0.6666666666666666, 2.0754938188953824)
4086: (0.3333333333333333, 2.0754938188953824)
4087: (0.6666666666666666, 1.2814643143260298)
4088: (1.0, 1.2814643143260298)
4089: (1.0, 2.0754938188953824)
4090: (0.6666666666666666, 2.0754938188953824)
4091: (-1.1102230246251565e-16, 1.2814643143260298)
4092: (0.33333333333333326, 1.2814643143260298)
4093: (0.33333333333333326, 2.0754938188953824)
4094: (-1.1102230246251565e-16, 2.0754938188953824)
4095: (0.3333333333333333, 2.0754938188953824)
4096: (0.6666666666666666, 2.0754938188953824)
4097: (0.6666666666666666, 3.667043249814335)
4098: (0.3333333333333333, 3.667043249814335)
4099: (0.6666666666666666, 2.0754938188953824)
4100: (1.0, 2.0754938188953824)
4101: (1.0, 3.667043249814335)
4102: (0.6666666666666666, 3.667043249814335)
4103: (-1.1102230246251565e-16, 2.0754938188953824)
4104: (0.33333333333333326, 2.0754938188953824)
4105: (0.33333333333333326, 3.667043249814335)
4106: (-1.1102230246251565e-16, 3.667043249814335)
4107: (0.2500000000000001, 0.9330127018922194)
4108: (1.0, 0.5)
4109: (0.5, 0.5)
4110: (0.24999999999999978, 0.06698729810778076)
4111: (0.2500000000000001, 0.9330127018922194)
4112: (0.5, 0.5)
4113: (1.0, 0.5)
4114: (0.24999999999999978, 0.06698729810778076)
4115: (0.5, 0.5)
4116: (0.5, 0.5)
4117: (0.5, 0.5)
4118: (0.5, 0.5)
4119: (0.5, 0.5)
4120: (0.5, 0.5)
4121: (0.5, 0.5)
4122: (0.3333333333333333, 0.0)
4123: (0.6666666666666666, 0.0)
4124: (0.6666666666666666, 0.5119681271610872)
4125: (0.3333333333333333, 0.5119681271610872)
4126: (0.6666666666666666, 0.0)
4127: (1.0, 0.0)
4128: (1.0, 0.5119681271610872)
4129: (0.6666666666666666, 0.5119681271610872)
4130: (-1.1102230246251565e-16, 0.0)
4131: (0.33333333333333326, 0.0)
