# Advanced Skeleton Bones (Tagged with custom parameters)

# Parameters:
#   Length: 0.0
#   Reduce: 0.0
#   Bias: 0.5
#   Connected: True

# Total bones: 24

# Format: bone_id: (is_tree_root, parent_bone_id, start_point, end_point, radius, mass, is_branch_root, branch_id)

0: (True, 0, (1.0000, 2.0000, 0.0000), (0.9904, 1.9980, 1.0000), 0.003919323130913511, 78.40788714084118, True, 1)
1: (False, 0, (0.9904, 1.9980, 1.0000), (0.9874, 1.9952, 1.0748), 0.0026832278751917123, 30.149587693477304, False, 1)
2: (False, 1, (0.9874, 1.9952, 1.0748), (0.9780, 1.9965, 1.1492), 0.00249099953096791, 24.636314976715017, False, 1)
3: (False, 2, (0.9780, 1.9965, 1.1492), (0.9684, 1.9885, 1.2232), 0.0022432208267883454, 19.345447664031724, False, 1)
4: (False, 3, (0.9684, 1.9885, 1.2232), (0.9600, 1.9769, 1.2968), 0.002, 14.33097115080071, False, 1)
5: (False, 4, (0.9600, 1.9769, 1.2968), (0.9475, 1.9641, 1.3693), 0.002, 9.559663257804075, False, 1)
6: (False, 5, (0.9475, 1.9641, 1.3693), (0.9395, 1.9572, 1.4431), 0.001994993734326, 4.799229740183211, False, 1)
7: (False, 6, (0.9395, 1.9572, 1.4431), (0.9358, 1.9495, 1.5173), 0.001994993734326, 3.8661531601221406, False, 1)
8: (False, 7, (0.9358, 1.9495, 1.5173), (0.9348, 1.9520, 1.5919), 0.001994993734326, 2.93307658006107, False, 1)
9: (False, 1, (0.9904, 1.9980, 1.0000), (0.9796, 2.0535, 1.0394), 0.0016691315106965058, 3.8168805822319243, True, 2)
10: (False, 9, (0.9796, 2.0535, 1.0394), (0.9713, 2.1026, 1.0872), 0.0016691315106965058, 3.2132453072692453, False, 2)
11: (False, 10, (0.9713, 2.1026, 1.0872), (0.9602, 2.1564, 1.1300), 0.0016691315106965058, 2.6096100323065663, False, 2)
12: (False, 2, (0.9874, 1.9952, 1.0748), (0.9234, 2.0017, 1.1016), 0.0016691315106965058, 3.828830096919699, True, 3)
13: (False, 12, (0.9234, 2.0017, 1.1016), (0.8595, 2.0161, 1.1254), 0.0016691315106965058, 3.2192200646131326, False, 3)
14: (False, 13, (0.8595, 2.0161, 1.1254), (0.7978, 2.0237, 1.1567), 0.0016691315106965058, 2.6096100323065663, False, 3)
15: (False, 3, (0.9780, 1.9965, 1.1492), (1.0342, 1.9948, 1.1904), 0.0016691315106965058, 3.828830096919699, True, 4)
16: (False, 15, (1.0342, 1.9948, 1.1904), (1.0892, 1.9889, 1.2326), 0.0016691315106965058, 3.2192200646131326, False, 4)
17: (False, 16, (1.0892, 1.9889, 1.2326), (1.1383, 1.9839, 1.2818), 0.0016691315106965058, 2.6096100323065663, False, 4)
18: (False, 4, (0.9684, 1.9885, 1.2232), (0.9084, 2.0058, 1.2541), 0.0016691315106965058, 3.828830096919699, True, 5)
19: (False, 18, (0.9084, 2.0058, 1.2541), (0.8454, 2.0140, 1.2826), 0.0016691315106965058, 3.2192200646131326, False, 5)
20: (False, 19, (0.8454, 2.0140, 1.2826), (0.7809, 2.0164, 1.3088), 0.0016691315106965058, 2.6096100323065663, False, 5)
21: (False, 5, (0.9600, 1.9769, 1.2968), (0.9832, 1.9195, 1.3278), 0.0016691315106965058, 3.82266811052431, True, 6)
22: (False, 21, (0.9832, 1.9195, 1.3278), (1.0101, 1.8667, 1.3638), 0.0016691315106965058, 3.216139071415438, False, 6)
23: (False, 22, (1.0101, 1.8667, 1.3638), (1.0358, 1.8167, 1.4049), 0.0016691315106965058, 2.6096100323065663, False, 6)
