# Root point coordinates (x, y, z)
0: 0.001769647711446276, 0.0, 0.00030355720609631653
1: 0.001654887932971083, -0.0006769010252838381, 0.00016416738798064046
2: 0.0012881864682975364, -0.0012507500055911613, -2.1542677419716938e-07
3: 0.0007253702912651816, -0.0016341836356243977, -0.00016456544475529356
4: 5.212306288571167e-05, -0.0017688276210452436, -0.0003038618655619718
5: -0.0006290594293214546, -0.0016341836356243977, -0.0003968980718513926
6: -0.0012144733258522278, -0.0012507500055911613, -0.00042951014459147174
7: -0.0016149946677501692, -0.0006769010252838381, -0.0003967331913368177
8: -0.001769647711446276, 0.0, -0.00030355720609631653
9: -0.001654887932971083, 0.0006769010252838381, -0.00016416738798064046
10: -0.0012881864682975364, 0.0012507500055911613, 2.1542677419716938e-07
11: -0.0007253702912651816, 0.0016341836356243977, 0.00016456544475529356
12: -5.212306288571167e-05, 0.0017688276210452436, 0.0003038618655619718
13: 0.0006290594293214546, 0.0016341836356243977, 0.0003968980718513926
14: 0.0012144733258522278, 0.0012507500055911613, 0.00042951014459147174
15: 0.0016149946677501692, 0.0006769010252838381, 0.0003967331913368177
16: 0.014210868211085637, 0.012821994840455764, -0.07220244229442119
17: 0.014077121154897232, 0.012098967321491516, -0.07234232927114603
18: 0.013658429280275053, 0.011499519358443955, -0.07250228141461235
19: 0.013027188216037544, 0.011127300949937968, -0.07265464154609536
20: 0.012292545276836542, 0.011046672040301964, -0.07277306521471338
21: 0.011581526900881323, 0.011271574100503168, -0.07283707589231692
22: 0.011017074624773748, 0.01176311952116138, -0.07283560555122959
23: 0.010696787374940842, 0.012436315633494788, -0.07276890842678307
24: 0.010676045726596861, 0.013174760713886569, -0.07264851705771869
25: 0.010958436099172575, 0.01385077089937381, -0.0724952482054686
26: 0.011495130631813621, 0.014347457887526005, -0.07233560344699086
27: 0.0121933299641096, 0.01457893998583204, -0.07219718681135334
28: 0.012932309088564797, 0.014505191836546194, -0.07210393179233354
29: 0.013584291801146176, 0.014138965164660622, -0.07207196302991492
30: 0.014036544367771464, 0.013543583888809163, -0.07210680821354698
31: 0.02265547007671631, 0.024416332285438935, -0.14585487962591137
32: 0.022497435695617907, 0.02364057043761325, -0.14597711066060048
33: 0.022016892025915613, 0.023015501342692923, -0.1461188433106031
34: 0.021309016634875166, 0.022664927600896112, -0.14625200568634944
35: 0.020514012925214153, 0.02265828464129105, -0.14635022334619352
36: 0.019789341131711602, 0.022996888183497433, -0.1463940430780426
37: 0.019278531390586884, 0.023613673643281707, -0.14637478584659047
38: 0.01908275583574026, 0.02438647909595626, -0.1462962657827005
39: 0.019240790216838666, 0.025162240943781944, -0.14617403474801138
40: 0.01972133388654096, 0.02578731003870227, -0.14603230209800877
41: 0.020429209277581406, 0.026137883780499083, -0.14589913972226243
42: 0.02122421298724242, 0.026144526740104146, -0.14580092206241835
43: 0.02194888478074497, 0.025805923197897762, -0.14575710233056927
44: 0.02245969452186969, 0.025189137738113487, -0.1457763595620214
45: 0.03250564457517824, 0.03240261088041274, -0.21982685332405105
46: 0.032287981456761705, 0.031463145740925125, -0.21988833123112372
47: 0.03165994006604589, 0.030734663704624854, -0.21998122605780845
48: 0.030765397116924498, 0.03038405122686827, -0.22008425671881615
49: 0.029809281618630057, 0.0304916294009705, -0.22017382013136366
50: 0.029010628109381043, 0.031032753363702925, -0.22022939839699274
51: 0.028552398483328134, 0.031883458136453546, -0.22023825920483842
52: 0.028539567625534557, 0.03284885750788957, -0.22019837265060738
53: 0.02897507493089213, 0.03370779011633851, -0.22011887626318916
54: 0.02975915092417536, 0.034263484852464554, -0.22001798170690567
55: 0.030712173244463292, 0.03438863874906928, -0.21991880270869046
56: 0.03161581596334173, 0.03405458055670785, -0.21984405998179812
57: 0.032263065423991155, 0.03333783898141318, -0.2198108761842119
58: 0.04526639485717576, 0.033938700145415446, -0.36928579994680955
59: 0.044953756641575415, 0.03272840024918966, -0.36929277515723746
60: 0.04407789932709272, 0.031836600719240105, -0.3693063659360071
61: 0.04287350817382829, 0.03150225851942712, -0.3693229306449227
62: 0.04166329881867048, 0.03181496037218645, -0.3693380307836074
63: 0.04077154588100651, 0.03269091806859947, -0.3693476202820951
64: 0.04043719384033151, 0.033895419451308584, -0.36934912964201017
65: 0.040749832055931856, 0.03510571934753437, -0.36934215443158225
66: 0.041625689370414554, 0.035997518877483925, -0.36932856365281264
67: 0.04283008052367898, 0.03633186107729691, -0.369311998943897
68: 0.04404028987883679, 0.036019159224537356, -0.3692968988052123
69: 0.04493204281650076, 0.03514320152812456, -0.3692873093067246
70: 0.07352691144813339, 0.039899034256719146, -3.369158102233882
71: 0.07324993226328402, 0.03892335761802834, -3.369161940870027
72: 0.07248944618360142, 0.03825232407508694, -3.369169152950901
73: 0.07148690216604736, 0.03809898203648232, -3.3691774486917847
74: 0.07056060085255744, 0.038512016516007774, -3.3691841942535623
75: 0.07000463636523246, 0.03936029198477686, -3.3691872479680316
76: 0.06999552350054072, 0.04037448697508306, -3.3691856403024247
77: 0.07053615552863346, 0.04123260174346366, -3.369179881679213
